호선,역사명,방향,주중주말,평균배차간격_분,최소배차간격_분,최대배차간격_분,표준편차,측정횟수
2,삼성,OUT,END,5.5,2.5,11.5,1.0900203346254176,195
2,삼성,OUT,SAT,5.5,2.5,11.5,1.0900203346254176,195
2,상왕십리,IN,DAY,4.69017094017094,2.0,10.5,1.664818222252303,234
2,상왕십리,IN,END,5.722513089005235,3.0,14.5,1.0779932470183893,191
2,상왕십리,IN,SAT,5.722513089005235,3.0,14.5,1.0779932470183893,191
2,상왕십리,OUT,DAY,4.729437229437229,2.0,13.0,1.7337316211242741,231
2,상왕십리,OUT,END,5.644329896907217,2.0,11.5,1.3417542513124432,194
2,상왕십리,OUT,SAT,5.644329896907217,2.0,11.5,1.3417542513124432,194
2,서울대입구,IN,DAY,4.648936170212766,2.0,11.0,1.7150505637092124,235
2,서울대입구,IN,END,5.6171875,3.0,16.0,1.2174844919833252,192
2,서울대입구,IN,SAT,5.6171875,3.0,16.0,1.2174844919833252,192
2,서울대입구,OUT,DAY,4.703463203463204,2.0,16.5,1.6906870605418396,231
2,서울대입구,OUT,END,5.533333333333333,2.0,17.0,1.3857398435815238,195
2,서울대입구,OUT,SAT,5.533333333333333,2.0,17.0,1.3857398435815238,195
2,서초,IN,DAY,4.657446808510638,2.0,13.0,1.7494498134946175,235
2,서초,IN,END,5.655440414507772,3.0,16.5,1.3284483186158054,193
2,서초,IN,SAT,5.655440414507772,3.0,16.5,1.3284483186158054,193
2,서초,OUT,DAY,4.710300429184549,2.0,16.5,1.6881882746697934,233
2,서초,OUT,END,5.563775510204081,2.0,16.5,1.3931201029131564,196
2,서초,OUT,SAT,5.563775510204081,2.0,16.5,1.3931201029131564,196
2,선릉,IN,DAY,4.647435897435898,2.0,13.0,1.7464414604684528,234
2,선릉,IN,END,5.652849740932642,2.5,16.5,1.3360797222395153,193
2,선릉,IN,SAT,5.652849740932642,2.5,16.5,1.3360797222395153,193
2,선릉,OUT,DAY,4.72008547008547,2.0,16.5,1.6931008684078532,234
2,선릉,OUT,END,5.5561224489795915,2.5,16.5,1.3414164978957102,196
2,선릉,OUT,SAT,5.5561224489795915,2.5,16.5,1.3414164978957102,196
2,성수,IN,DAY,4.67381974248927,2.0,20.0,1.9736522031734245,233
2,성수,IN,END,5.6640625,2.0,19.5,1.517924373758542,192
2,성수,IN,SAT,5.6640625,2.0,19.5,1.517924373758542,192
2,성수,OUT,DAY,4.729437229437229,2.0,13.0,1.736863523511158,231
2,성수,OUT,END,5.6217616580310885,2.5,11.5,1.275548495248444,193
2,성수,OUT,SAT,5.6217616580310885,2.5,11.5,1.275548495248444,193
2,성수,UP,DAY,10.185185185185185,7.0,17.0,1.8653162301023232,108
2,성수,UP,END,10.676470588235293,9.0,15.0,1.3361816790109062,102
2,성수,UP,SAT,10.676470588235293,9.0,15.0,1.3361816790109062,102
2,시청,IN,DAY,4.717948717948718,2.0,15.5,1.784391813274655,234
2,시청,IN,END,5.7513089005235605,3.5,16.0,1.2574769491972682,191
2,시청,IN,SAT,5.7513089005235605,3.5,16.0,1.2574769491972682,191
2,시청,OUT,DAY,4.737068965517241,2.0,13.0,1.7388621533338289,232
2,시청,OUT,END,5.664948453608248,2.0,15.5,1.4817047482746935,194
2,시청,OUT,SAT,5.664948453608248,2.0,15.5,1.4817047482746935,194
2,신답,DOWN,DAY,10.185185185185185,7.0,16.0,1.9098766811887522,108
2,신답,DOWN,END,10.70873786407767,9.0,16.0,1.5187137744322647,103
2,신답,DOWN,SAT,10.70873786407767,9.0,16.0,1.5187137744322647,103
2,신답,UP,DAY,10.185185185185185,7.0,17.0,1.8653162301023232,108
2,신답,UP,END,10.689320388349515,9.0,15.0,1.3359958187500052,103
2,신답,UP,SAT,10.689320388349515,9.0,15.0,1.3359958187500052,103
2,신당,IN,DAY,4.69017094017094,2.0,10.5,1.664818222252303,234
2,신당,IN,END,5.722513089005235,3.0,14.5,1.0792131483468028,191
2,신당,IN,SAT,5.722513089005235,3.0,14.5,1.0792131483468028,191
2,신당,OUT,DAY,4.729437229437229,2.0,13.0,1.7337316211242741,231
2,신당,OUT,END,5.644329896907217,2.0,11.5,1.3417542513124432,194
2,신당,OUT,SAT,5.644329896907217,2.0,11.5,1.3417542513124432,194
2,신대방,IN,DAY,4.648936170212766,2.0,11.0,1.7212687057652587,235
2,신대방,IN,END,5.689119170984456,2.5,19.5,1.574284146609492,193
2,신대방,IN,SAT,5.689119170984456,2.5,19.5,1.574284146609492,193
2,신대방,OUT,DAY,4.766233766233766,2.0,20.5,1.984041355828425,231
2,신대방,OUT,END,5.6020408163265305,2.0,18.5,1.6907882908511431,196
2,신대방,OUT,SAT,5.6020408163265305,2.0,18.5,1.6907882908511431,196
2,신도림,DOWN,DAY,10.5,8.0,17.0,1.7066403719657228,104
2,신도림,DOWN,END,10.548076923076923,9.0,18.0,1.7674500731323879,104
2,신도림,DOWN,SAT,10.548076923076923,9.0,18.0,1.7674500731323879,104
2,신도림,IN,DAY,4.7155172413793105,2.0,15.0,1.8348763336733644,232
2,신도림,IN,END,5.760526315789473,3.5,17.0,1.3585978364896645,190
2,신도림,IN,SAT,5.760526315789473,3.5,17.0,1.3585978364896645,190
2,신도림,OUT,DAY,4.765217391304348,2.0,20.5,1.990503369583946,230
2,신도림,OUT,END,5.576923076923077,2.5,18.5,1.7025544087255762,195
2,신도림,OUT,SAT,5.576923076923077,2.5,18.5,1.7025544087255762,195
2,신림,IN,DAY,4.648936170212766,2.0,11.0,1.7212687057652587,235
2,신림,IN,END,5.689119170984456,2.5,19.5,1.574284146609492,193
2,신림,IN,SAT,5.689119170984456,2.5,19.5,1.574284146609492,193
2,신림,OUT,DAY,4.766233766233766,2.0,20.5,1.9829453536470787,231
2,신림,OUT,END,5.599489795918367,2.0,18.5,1.6638077258545507,196
2,신림,OUT,SAT,5.599489795918367,2.0,18.5,1.6638077258545507,196
2,신설동,DOWN,DAY,10.185185185185185,7.0,16.0,1.9098766811887522,108
2,신설동,DOWN,END,10.715686274509803,9.0,16.0,1.5245674665319884,102
2,신설동,DOWN,SAT,10.715686274509803,9.0,16.0,1.5245674665319884,102
2,신정네거리,DOWN,DAY,10.533333333333333,8.0,17.0,1.7324208643635217,105
2,신정네거리,DOWN,END,10.548076923076923,9.0,18.0,1.7674500731323879,104
2,신정네거리,DOWN,SAT,10.548076923076923,9.0,18.0,1.7674500731323879,104
2,신정네거리,UP,DAY,10.542857142857143,8.0,17.0,1.7098615071479832,105
2,신정네거리,UP,END,10.548076923076923,8.0,16.0,1.7453394678695207,104
2,신정네거리,UP,SAT,10.59047619047619,8.0,16.0,1.7904406317098747,105
2,신촌,IN,DAY,4.708154506437769,2.0,15.5,1.7879560021656113,233
2,신촌,IN,END,5.7539267015706805,3.5,16.5,1.2976386549458172,191
2,신촌,IN,SAT,5.7539267015706805,3.5,16.5,1.2976386549458172,191
2,신촌,OUT,DAY,4.746781115879829,2.0,13.0,1.7414323348563483,233
2,신촌,OUT,END,5.664948453608248,2.0,15.5,1.4851975139220677,194
2,신촌,OUT,SAT,5.664948453608248,2.0,15.5,1.4851975139220677,194
2,아현,IN,DAY,4.717948717948718,2.0,15.5,1.7891957761116752,234
2,아현,IN,END,5.7539267015706805,3.5,16.5,1.293576346034557,191
2,아현,IN,SAT,5.7539267015706805,3.5,16.5,1.293576346034557,191
2,아현,OUT,DAY,4.737068965517241,2.0,13.0,1.7388621533338289,232
2,아현,OUT,END,5.664948453608248,2.0,15.5,1.4817047482746935,194
2,아현,OUT,SAT,5.664948453608248,2.0,15.5,1.4817047482746935,194
2,양천구청,DOWN,DAY,10.5,8.0,17.0,1.7066403719657228,104
2,양천구청,DOWN,END,10.548076923076923,9.0,18.0,1.7674500731323879,104
2,양천구청,DOWN,SAT,10.548076923076923,9.0,18.0,1.7674500731323879,104
2,양천구청,UP,DAY,10.542857142857143,8.0,17.0,1.7098615071479832,105
2,양천구청,UP,END,10.548076923076923,8.0,16.0,1.7453394678695207,104
2,양천구청,UP,SAT,10.59047619047619,8.0,16.0,1.7904406317098747,105
2,역삼,IN,DAY,4.647435897435898,2.0,13.0,1.7458269822913155,234
2,역삼,IN,END,5.652849740932642,2.5,16.5,1.3360797222395153,193
2,역삼,IN,SAT,5.652849740932642,2.5,16.5,1.3360797222395153,193
2,역삼,OUT,DAY,4.72008547008547,2.0,16.5,1.6931008684078532,234
2,역삼,OUT,END,5.558673469387755,2.5,16.5,1.3692132404995152,196
2,역삼,OUT,SAT,5.558673469387755,2.5,16.5,1.3692132404995152,196
2,영등포구청,IN,DAY,4.7296137339055795,2.0,15.0,1.843518077448532,233
2,영등포구청,IN,END,5.761780104712042,3.5,17.0,1.352212601558135,191
2,영등포구청,IN,SAT,5.761780104712042,3.5,17.0,1.352212601558135,191
2,영등포구청,OUT,DAY,4.736051502145923,2.0,13.0,1.710158753699006,233
2,영등포구청,OUT,END,5.672680412371134,2.0,15.5,1.5538106362068276,194
2,영등포구청,OUT,SAT,5.672680412371134,2.0,15.5,1.5538106362068276,194
2,왕십리,IN,DAY,4.688034188034188,2.5,10.5,1.6530976200198921,234
2,왕십리,IN,END,5.717277486910994,3.0,15.0,1.066802858256965,191
2,왕십리,IN,SAT,5.717277486910994,3.0,15.0,1.066802858256965,191
2,왕십리,OUT,DAY,4.729437229437229,2.0,13.0,1.7337316211242741,231
2,왕십리,OUT,END,5.641752577319588,2.0,11.5,1.330884244067572,194
2,왕십리,OUT,SAT,5.641752577319588,2.0,11.5,1.330884244067572,194
2,용답,DOWN,DAY,10.185185185185185,7.0,16.0,1.9098766811887522,108
2,용답,DOWN,END,10.70873786407767,9.0,16.0,1.5187137744322647,103
2,용답,DOWN,SAT,10.70873786407767,9.0,16.0,1.5187137744322647,103
2,용답,UP,DAY,10.185185185185185,7.0,17.0,1.8653162301023232,108
2,용답,UP,END,10.689320388349515,9.0,15.0,1.3359958187500052,103
2,용답,UP,SAT,10.689320388349515,9.0,15.0,1.3359958187500052,103
2,용두,DOWN,DAY,10.185185185185185,7.0,16.0,1.9098766811887522,108
2,용두,DOWN,END,10.70873786407767,9.0,16.0,1.5187137744322647,103
2,용두,DOWN,SAT,10.70873786407767,9.0,16.0,1.5187137744322647,103
2,용두,UP,DAY,10.185185185185185,7.0,17.0,1.8653162301023232,108
2,용두,UP,END,10.689320388349515,9.0,15.0,1.3359958187500052,103
2,용두,UP,SAT,10.689320388349515,9.0,15.0,1.3359958187500052,103
2,을지로3가,IN,DAY,4.671673819742489,2.0,10.5,1.6415051009960715,233
2,을지로3가,IN,END,5.727748691099476,3.5,14.0,1.0962686280891598,191
2,을지로3가,IN,SAT,5.727748691099476,3.5,14.0,1.0962686280891598,191
2,을지로3가,OUT,DAY,4.756465517241379,2.0,13.0,1.7782844762465513,232
2,을지로3가,OUT,END,5.644329896907217,2.0,11.5,1.3388549025901302,194
2,을지로3가,OUT,SAT,5.644329896907217,2.0,11.5,1.3388549025901302,194
2,을지로4가,IN,DAY,4.671673819742489,2.0,10.5,1.6415051009960715,233
2,을지로4가,IN,END,5.727748691099476,3.5,14.0,1.0962686280891598,191
2,을지로4가,IN,SAT,5.727748691099476,3.5,14.0,1.0962686280891598,191
2,을지로4가,OUT,DAY,4.756465517241379,2.0,13.0,1.7782844762465513,232
2,을지로4가,OUT,END,5.644329896907217,2.0,11.5,1.3388549025901302,194
2,을지로4가,OUT,SAT,5.644329896907217,2.0,11.5,1.3388549025901302,194
2,을지로입구,IN,DAY,4.671673819742489,2.0,10.5,1.6415051009960715,233
2,을지로입구,IN,END,5.697368421052632,3.5,14.0,1.0153548242379675,190
2,을지로입구,IN,SAT,5.697368421052632,3.5,14.0,1.0153548242379675,190
2,을지로입구,OUT,DAY,4.7272727272727275,2.0,13.0,1.7255348028165718,231
2,을지로입구,OUT,END,5.6139896373057,2.0,11.5,1.2747390010215378,193
2,을지로입구,OUT,SAT,5.6139896373057,2.0,11.5,1.2747390010215378,193
2,이대,IN,DAY,4.708154506437769,2.0,15.5,1.786750212215588,233
2,이대,IN,END,5.7539267015706805,3.5,16.5,1.293576346034557,191
2,이대,IN,SAT,5.7539267015706805,3.5,16.5,1.293576346034557,191
2,이대,OUT,DAY,4.746781115879829,2.0,13.0,1.7414323348563483,233
2,이대,OUT,END,5.664948453608248,2.0,15.5,1.4851975139220677,194
2,이대,OUT,SAT,5.664948453608248,2.0,15.5,1.4851975139220677,194
2,잠실,IN,DAY,4.698717948717949,2.0,20.0,2.006437724103717,234
2,잠실,IN,END,5.668393782383419,2.5,19.5,1.491778165186703,193
2,잠실,IN,SAT,5.668393782383419,2.5,19.5,1.491778165186703,193
2,잠실,OUT,DAY,4.688034188034188,2.0,10.0,1.5262038739698514,234
2,잠실,OUT,END,5.576530612244898,2.0,21.0,1.5489484287591762,196
2,잠실,OUT,SAT,5.576530612244898,2.0,21.0,1.5489484287591762,196
2,잠실나루,IN,DAY,4.698717948717949,2.0,20.0,2.002155078592129,234
2,잠실나루,IN,END,5.668393782383419,2.5,19.5,1.5074074081441309,193
2,잠실나루,IN,SAT,5.668393782383419,2.5,19.5,1.5074074081441309,193
2,잠실나루,OUT,DAY,4.688034188034188,2.0,10.0,1.5262038739698514,234
2,잠실나루,OUT,END,5.576530612244898,2.0,21.0,1.5489484287591762,196
2,잠실나루,OUT,SAT,5.576530612244898,2.0,21.0,1.5489484287591762,196
2,잠실새내,IN,DAY,4.698717948717949,2.0,20.0,2.006437724103717,234
2,잠실새내,IN,END,5.668393782383419,2.5,19.5,1.491778165186703,193
2,잠실새내,IN,SAT,5.668393782383419,2.5,19.5,1.491778165186703,193
2,잠실새내,OUT,DAY,4.688034188034188,2.0,10.0,1.5325180487164294,234
2,잠실새내,OUT,END,5.579081632653061,2.5,21.0,1.5517140806777938,196
2,잠실새내,OUT,SAT,5.579081632653061,2.5,21.0,1.5517140806777938,196
2,종합운동장,IN,DAY,4.714893617021277,2.0,20.0,2.0174430295607326,235
2,종합운동장,IN,END,5.668393782383419,2.5,19.5,1.491778165186703,193
2,종합운동장,IN,SAT,5.668393782383419,2.5,19.5,1.491778165186703,193
2,종합운동장,OUT,DAY,4.669527896995708,2.0,10.0,1.5093867904068228,233
2,종합운동장,OUT,END,5.579081632653061,2.5,21.0,1.5517140806777938,196
2,종합운동장,OUT,SAT,5.579081632653061,2.5,21.0,1.5517140806777938,196
2,충정로,IN,DAY,4.717948717948718,2.0,15.5,1.7891957761116752,234
2,충정로,IN,END,5.7539267015706805,3.5,16.5,1.293576346034557,191
2,충정로,IN,SAT,5.7539267015706805,3.5,16.5,1.293576346034557,191
2,충정로,OUT,DAY,4.737068965517241,2.0,13.0,1.7388621533338289,232
2,충정로,OUT,END,5.664948453608248,2.0,15.5,1.4817047482746935,194
2,충정로,OUT,SAT,5.664948453608248,2.0,15.5,1.4817047482746935,194
2,한양대,IN,DAY,4.688034188034188,2.5,10.5,1.6530976200198921,234
2,한양대,IN,END,5.717277486910994,3.0,15.0,1.066802858256965,191
2,한양대,IN,SAT,5.717277486910994,3.0,15.0,1.066802858256965,191
2,한양대,OUT,DAY,4.729437229437229,2.0,13.0,1.736863523511158,231
2,한양대,OUT,END,5.639175257731959,2.0,11.5,1.3110575331143723,194
2,한양대,OUT,SAT,5.639175257731959,2.0,11.5,1.3110575331143723,194
2,합정,IN,DAY,4.7296137339055795,2.0,15.0,1.843518077448532,233
2,합정,IN,END,5.7643979057591626,3.5,17.0,1.3676678300922616,191
2,합정,IN,SAT,5.7643979057591626,3.5,17.0,1.3676678300922616,191
2,합정,OUT,DAY,4.717672413793103,2.0,13.0,1.6906382706991432,232
2,합정,OUT,END,5.664948453608248,2.0,15.0,1.500814372170197,194
2,합정,OUT,SAT,5.664948453608248,2.0,15.0,1.500814372170197,194
2,홍대입구,IN,DAY,4.708154506437769,2.0,15.5,1.7879560021656113,233
2,홍대입구,IN,END,5.734210526315789,3.5,16.5,1.2689362115107754,190
2,홍대입구,IN,SAT,5.734210526315789,3.5,16.5,1.2689362115107754,190
2,홍대입구,OUT,DAY,4.717672413793103,2.0,13.0,1.6906382706991432,232
2,홍대입구,OUT,END,5.632124352331606,2.0,15.0,1.4332015970509144,193
2,홍대입구,OUT,SAT,5.632124352331606,2.0,15.0,1.4332015970509144,193
4,경마공원,DOWN,DAY,8.669354838709678,2.5,16.5,2.5874046832718394,124
4,경마공원,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,경마공원,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,경마공원,UP,DAY,8.830645161290322,3.0,17.5,2.8675979982504334,124
4,경마공원,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,경마공원,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,고잔,DOWN,DAY,8.895833333333334,2.5,18.5,2.8475965343441767,120
4,고잔,DOWN,END,9.976635514018692,5.0,18.0,2.853649746435366,107
4,고잔,DOWN,SAT,9.976635514018692,5.0,18.0,2.853649746435366,107
4,고잔,UP,DAY,8.884,2.0,17.5,3.0000913964572438,125
4,고잔,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,고잔,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,과천,DOWN,DAY,8.669354838709678,2.5,16.5,2.5874046832718394,124
4,과천,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,과천,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,과천,UP,DAY,8.830645161290322,3.0,17.5,2.869015224928356,124
4,과천,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,과천,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,금정,DOWN,DAY,8.617886178861788,2.5,16.5,2.5334494245866757,123
4,금정,DOWN,END,9.86320754716981,5.0,17.0,2.6855282524317565,106
4,금정,DOWN,SAT,9.86320754716981,5.0,17.0,2.6855282524317565,106
4,금정,UP,DAY,8.884,3.0,17.5,2.9197160710390784,125
4,금정,UP,END,9.94954128440367,5.0,18.0,2.804547360759447,109
4,금정,UP,SAT,9.94954128440367,5.0,18.0,2.804547360759447,109
4,길음,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,길음,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,길음,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,길음,UP,DAY,4.707423580786026,2.5,16.0,1.6581766829556037,229
4,길음,UP,END,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,길음,UP,SAT,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,남태령,DOWN,DAY,8.669354838709678,2.5,16.5,2.5874046832718394,124
4,남태령,DOWN,END,9.99537037037037,5.0,23.0,2.9469573810065564,108
4,남태령,DOWN,SAT,9.99537037037037,5.0,23.0,2.9469573810065564,108
4,남태령,UP,DAY,8.830645161290322,3.0,17.5,2.8675979982504334,124
4,남태령,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,남태령,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,노원,DOWN,DAY,4.963800904977376,2.5,19.0,1.8904189136992637,221
4,노원,DOWN,END,5.564766839378239,4.0,17.0,1.424196437373714,193
4,노원,DOWN,SAT,5.564766839378239,4.0,17.0,1.424196437373714,193
4,노원,UP,DAY,4.6951754385964914,2.5,16.0,1.6487409332945406,228
4,노원,UP,END,5.541450777202073,3.0,15.0,1.347583473339066,193
4,노원,UP,SAT,5.541450777202073,3.0,15.0,1.347583473339066,193
4,대공원,DOWN,DAY,8.669354838709678,2.5,16.5,2.5874046832718394,124
4,대공원,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,대공원,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,대공원,UP,DAY,8.830645161290322,3.0,17.5,2.8675979982504334,124
4,대공원,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,대공원,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,대야미,DOWN,DAY,8.888429752066116,2.5,18.5,2.8631914036218578,121
4,대야미,DOWN,END,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,대야미,DOWN,SAT,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,대야미,UP,DAY,8.884,3.0,17.5,2.9519922195893624,125
4,대야미,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,대야미,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,동대문,DOWN,DAY,4.706008583690987,2.5,13.5,1.6733349778815552,233
4,동대문,DOWN,END,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,동대문,DOWN,SAT,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,동대문,UP,DAY,4.745652173913044,2.5,16.0,1.753188800498041,230
4,동대문,UP,END,5.607692307692307,3.0,16.0,1.545259564387898,195
4,동대문,UP,SAT,5.607692307692307,3.0,16.0,1.545259564387898,195
4,동대문역사문화공원,DOWN,DAY,4.706008583690987,2.5,13.5,1.6733349778815552,233
4,동대문역사문화공원,DOWN,END,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,동대문역사문화공원,DOWN,SAT,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,동대문역사문화공원,UP,DAY,4.755411255411255,2.5,16.0,1.755650178003847,231
4,동대문역사문화공원,UP,END,5.607692307692307,3.0,16.0,1.545259564387898,195
4,동대문역사문화공원,UP,SAT,5.607692307692307,3.0,16.0,1.545259564387898,195
4,동작,DOWN,DAY,4.642857142857143,2.5,12.5,1.525558649330331,231
4,동작,DOWN,END,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,동작,DOWN,SAT,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,동작,UP,DAY,4.726293103448276,2.5,13.5,1.6040662778311798,232
4,동작,UP,END,5.559278350515464,3.0,16.0,1.393114635785867,194
4,동작,UP,SAT,5.559278350515464,3.0,16.0,1.393114635785867,194
4,명동,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,명동,DOWN,END,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,명동,DOWN,SAT,5.592307692307692,4.0,17.0,1.4798273470247734,195
4,명동,UP,DAY,4.755411255411255,2.5,16.0,1.755650178003847,231
4,명동,UP,END,5.607692307692307,3.0,16.0,1.545259564387898,195
4,명동,UP,SAT,5.607692307692307,3.0,16.0,1.545259564387898,195
4,미아,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,미아,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,미아,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,미아,UP,DAY,4.707423580786026,2.5,16.0,1.656191705247079,229
4,미아,UP,END,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,미아,UP,SAT,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,미아사거리,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,미아사거리,DOWN,END,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,미아사거리,DOWN,SAT,5.561855670103093,4.0,17.0,1.4210806148054984,194
4,미아사거리,UP,DAY,4.707423580786026,2.5,16.0,1.656191705247079,229
4,미아사거리,UP,END,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,미아사거리,UP,SAT,5.554123711340206,3.0,15.0,1.3556286441668444,194
4,반월,DOWN,DAY,8.888429752066116,2.5,18.5,2.8631914036218578,121
4,반월,DOWN,END,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,반월,DOWN,SAT,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,반월,UP,DAY,8.884,2.5,17.5,2.995383544831139,125
4,반월,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,반월,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,범계,DOWN,DAY,8.617886178861788,2.5,16.5,2.5334494245866757,123
4,범계,DOWN,END,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,범계,DOWN,SAT,9.985981308411215,5.0,23.0,2.9592021042819887,107
4,범계,UP,DAY,8.830645161290322,3.0,17.5,2.8711397532725442,124
4,범계,UP,END,10.041666666666666,5.0,30.0,3.32304682285939,108
4,범계,UP,SAT,10.041666666666666,5.0,30.0,3.32304682285939,108
4,별내별가람,DOWN,DAY,14.5,6.0,30.0,4.722716808581058,75
4,별내별가람,DOWN,END,18.655172413793103,10.0,30.0,5.049063571812907,58
4,별내별가람,DOWN,SAT,18.655172413793103,10.0,30.0,5.049063571812907,58
4,별내별가람,UP,DAY,14.606666666666667,6.0,29.0,4.266694819726938,75
4,별내별가람,UP,END,18.853448275862068,10.0,28.0,4.575879381202346,58
4,별내별가람,UP,SAT,18.853448275862068,10.0,28.0,4.575879381202346,58
4,불암산,DOWN,DAY,14.5,6.0,30.0,4.722716808581058,75
4,불암산,DOWN,END,18.655172413793103,10.0,30.0,5.049063571812907,58
4,불암산,DOWN,SAT,18.655172413793103,10.0,30.0,5.049063571812907,58
4,불암산,UP,DAY,4.68942731277533,2.5,16.0,1.6440488354160931,227
4,불암산,UP,END,5.528645833333333,3.0,15.0,1.3392825459116515,192
4,불암산,UP,SAT,5.528645833333333,3.0,15.0,1.3392825459116515,192
4,사당,DOWN,DAY,4.642857142857143,2.5,12.5,1.525558649330331,231
4,사당,DOWN,END,5.505181347150259,4.0,13.0,1.1725924329522708,193
4,사당,DOWN,SAT,5.505181347150259,4.0,13.0,1.1725924329522708,193
4,사당,UP,DAY,8.848,3.0,17.5,2.8625952583107566,125
4,사당,UP,END,9.98611111111111,5.0,24.0,3.022855564402619,108
4,사당,UP,SAT,9.98611111111111,5.0,24.0,3.022855564402619,108
4,산본,DOWN,DAY,8.732,2.5,16.5,2.668925118905096,125
4,산본,DOWN,END,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,산본,DOWN,SAT,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,산본,UP,DAY,8.818548387096774,3.0,17.5,2.843716992067422,124
4,산본,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,산본,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,삼각지,DOWN,DAY,4.665948275862069,2.5,12.5,1.5623561286203946,232
4,삼각지,DOWN,END,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,삼각지,DOWN,SAT,5.533505154639175,4.0,13.0,1.2342945300939823,194
4,삼각지,UP,DAY,4.712121212121212,2.5,13.5,1.5929273852906665,231
4,삼각지,UP,END,5.559278350515464,3.0,16.0,1.393114635785867,194
4,삼각지,UP,SAT,5.559278350515464,3.0,16.0,1.393114635785867,194
4,상계,DOWN,DAY,4.963800904977376,2.5,19.0,1.8904189136992637,221
4,상계,DOWN,END,5.564766839378239,4.0,17.0,1.424196437373714,193
4,상계,DOWN,SAT,5.564766839378239,4.0,17.0,1.424196437373714,193
4,상계,UP,DAY,4.6951754385964914,2.5,16.0,1.6487409332945406,228
4,상계,UP,END,5.541450777202073,3.0,15.0,1.347583473339066,193
4,상계,UP,SAT,5.541450777202073,3.0,15.0,1.347583473339066,193
4,상록수,DOWN,DAY,8.673387096774194,2.5,16.5,2.7170377482399113,124
4,상록수,DOWN,END,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,상록수,DOWN,SAT,10.00462962962963,5.0,18.0,2.8551440462952455,108
4,상록수,UP,DAY,8.884,2.5,17.5,3.0000913964572438,125
4,상록수,UP,END,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,상록수,UP,SAT,10.027522935779816,5.0,25.0,3.0918312792245475,109
4,서울역,DOWN,DAY,4.668103448275862,2.5,13.0,1.5735145066608192,232
4,서울역,DOWN,END,5.533505154639175,4.0,13.0,1.2342945300939823,194
