호선,출발역명,도착역명,방향,주중주말,평균_분,표준편차,최소_분,최대_분,측정횟수,구간
5,군자,장한평,UP,DAY,1.67,0.0,1.67,1.67,194,군자 → 장한평
5,군자,장한평,UP,END,1.67,0.0,1.67,1.67,162,군자 → 장한평
5,군자,장한평,UP,SAT,1.67,0.0,1.67,1.67,162,군자 → 장한평
5,굽은다리,길동,UP,DAY,1.17,0.0,1.17,1.17,103,굽은다리 → 길동
5,굽은다리,길동,UP,END,1.17,0.0,1.17,1.17,81,굽은다리 → 길동
5,굽은다리,길동,UP,SAT,1.17,0.0,1.17,1.17,81,굽은다리 → 길동
5,굽은다리,명일,DOWN,DAY,1.17,0.0,1.17,1.17,100,굽은다리 → 명일
5,굽은다리,명일,DOWN,END,1.17,0.0,1.17,1.17,84,굽은다리 → 명일
5,굽은다리,명일,DOWN,SAT,1.17,0.0,1.17,1.17,84,굽은다리 → 명일
5,길동,강동,UP,DAY,1.5,0.0,1.5,1.5,103,길동 → 강동
5,길동,강동,UP,END,1.5,0.0,1.5,1.5,81,길동 → 강동
5,길동,강동,UP,SAT,1.5,0.0,1.5,1.5,81,길동 → 강동
5,길동,굽은다리,DOWN,DAY,1.17,0.0,1.17,1.17,100,길동 → 굽은다리
5,길동,굽은다리,DOWN,END,1.17,0.0,1.17,1.17,84,길동 → 굽은다리
5,길동,굽은다리,DOWN,SAT,1.17,0.0,1.17,1.17,84,길동 → 굽은다리
5,김포공항,개화산,UP,DAY,1.67,0.0,1.67,1.67,193,김포공항 → 개화산
5,김포공항,개화산,UP,END,1.67,0.0,1.67,1.67,161,김포공항 → 개화산
5,김포공항,개화산,UP,SAT,1.67,0.0,1.67,1.67,161,김포공항 → 개화산
5,김포공항,도림천,DOWN,END,1.83,,1.83,1.83,1,김포공항 → 도림천
5,김포공항,도림천,DOWN,SAT,1.83,,1.83,1.83,1,김포공항 → 도림천
5,김포공항,송정,DOWN,DAY,2.17,0.0,2.17,2.17,194,김포공항 → 송정
5,김포공항,송정,DOWN,END,2.17,0.0,2.17,2.17,158,김포공항 → 송정
5,김포공항,송정,DOWN,SAT,2.17,0.0,2.17,2.17,158,김포공항 → 송정
5,김포공항,신도림,DOWN,END,0.83,,0.83,0.83,1,김포공항 → 신도림
5,김포공항,신도림,DOWN,SAT,0.83,,0.83,0.83,1,김포공항 → 신도림
5,김포공항,신정네거리,DOWN,END,0.33,,0.33,0.33,1,김포공항 → 신정네거리
5,김포공항,신정네거리,DOWN,SAT,0.33,,0.33,0.33,1,김포공항 → 신정네거리
5,김포공항,양천구청,DOWN,END,1.83,,1.83,1.83,1,김포공항 → 양천구청
5,김포공항,양천구청,DOWN,SAT,1.83,,1.83,1.83,1,김포공항 → 양천구청
5,까치산,도림천,DOWN,END,0.17,,0.17,0.17,1,까치산 → 도림천
5,까치산,도림천,DOWN,SAT,0.17,,0.17,0.17,1,까치산 → 도림천
5,까치산,신정,DOWN,DAY,1.83,0.0,1.83,1.83,196,까치산 → 신정
5,까치산,신정,DOWN,END,1.83,0.0,1.83,1.83,160,까치산 → 신정
5,까치산,신정,DOWN,SAT,1.83,0.0,1.83,1.83,160,까치산 → 신정
5,까치산,신정네거리,DOWN,END,0.67,,0.67,0.67,1,까치산 → 신정네거리
5,까치산,신정네거리,DOWN,SAT,0.67,,0.67,0.67,1,까치산 → 신정네거리
5,까치산,양천구청,DOWN,END,1.17,,1.17,1.17,1,까치산 → 양천구청
5,까치산,양천구청,DOWN,SAT,1.17,,1.17,1.17,1,까치산 → 양천구청
5,까치산,화곡,UP,DAY,1.5,0.0,1.5,1.5,194,까치산 → 화곡
5,까치산,화곡,UP,END,1.5,0.0,1.5,1.5,162,까치산 → 화곡
5,까치산,화곡,UP,SAT,1.5,0.0,1.5,1.5,162,까치산 → 화곡
5,답십리,마장,UP,DAY,1.67,0.0,1.67,1.67,194,답십리 → 마장
5,답십리,마장,UP,END,1.67,0.0,1.67,1.67,163,답십리 → 마장
5,답십리,마장,UP,SAT,1.67,0.0,1.67,1.67,163,답십리 → 마장
5,답십리,장한평,DOWN,DAY,1.67,0.0,1.67,1.67,193,답십리 → 장한평
5,답십리,장한평,DOWN,END,1.67,0.0,1.67,1.67,162,답십리 → 장한평
5,답십리,장한평,DOWN,SAT,1.67,0.0,1.67,1.67,162,답십리 → 장한평
5,동대문역사문화공원,을지로4가,UP,DAY,1.5,0.0,1.5,1.5,195,동대문역사문화공원 → 을지로4가
5,동대문역사문화공원,을지로4가,UP,END,1.5,0.0,1.5,1.5,163,동대문역사문화공원 → 을지로4가
5,동대문역사문화공원,을지로4가,UP,SAT,1.5,0.0,1.5,1.5,163,동대문역사문화공원 → 을지로4가
5,동대문역사문화공원,청구,DOWN,DAY,1.33,0.0,1.33,1.33,193,동대문역사문화공원 → 청구
5,동대문역사문화공원,청구,DOWN,END,1.33,0.0,1.33,1.33,162,동대문역사문화공원 → 청구
5,동대문역사문화공원,청구,DOWN,SAT,1.33,0.0,1.33,1.33,162,동대문역사문화공원 → 청구
5,둔촌동,강동,UP,DAY,1.83,0.0,1.83,1.83,96,둔촌동 → 강동
5,둔촌동,강동,UP,END,1.83,0.0,1.83,1.83,81,둔촌동 → 강동
5,둔촌동,강동,UP,SAT,1.83,0.0,1.83,1.83,81,둔촌동 → 강동
5,둔촌동,올림픽공원,DOWN,DAY,1.67,0.0,1.67,1.67,111,둔촌동 → 올림픽공원
5,둔촌동,올림픽공원,DOWN,END,1.67,0.0,1.67,1.67,86,둔촌동 → 올림픽공원
5,둔촌동,올림픽공원,DOWN,SAT,1.67,0.0,1.67,1.67,86,둔촌동 → 올림픽공원
5,마곡,도림천,DOWN,END,0.33,,0.33,0.33,1,마곡 → 도림천
5,마곡,도림천,DOWN,SAT,0.33,,0.33,0.33,1,마곡 → 도림천
5,마곡,발산,DOWN,DAY,1.67,0.0,1.67,1.67,194,마곡 → 발산
5,마곡,발산,DOWN,END,1.67,0.0,1.67,1.67,161,마곡 → 발산
5,마곡,발산,DOWN,SAT,1.67,0.0,1.67,1.67,161,마곡 → 발산
5,마곡,송정,UP,DAY,1.5,0.0,1.5,1.5,193,마곡 → 송정
5,마곡,송정,UP,END,1.5,0.0,1.5,1.5,161,마곡 → 송정
5,마곡,송정,UP,SAT,1.5,0.0,1.5,1.5,161,마곡 → 송정
5,마장,답십리,DOWN,DAY,1.67,0.0,1.67,1.67,193,마장 → 답십리
5,마장,답십리,DOWN,END,1.67,0.0,1.67,1.67,162,마장 → 답십리
5,마장,답십리,DOWN,SAT,1.67,0.0,1.67,1.67,162,마장 → 답십리
5,마장,왕십리,UP,DAY,1.0,0.0,1.0,1.0,194,마장 → 왕십리
5,마장,왕십리,UP,END,1.0,0.0,1.0,1.0,163,마장 → 왕십리
5,마장,왕십리,UP,SAT,1.0,0.0,1.0,1.0,163,마장 → 왕십리
5,마포,공덕,DOWN,DAY,1.17,0.0,1.17,1.17,194,마포 → 공덕
5,마포,공덕,DOWN,END,1.17,0.0,1.17,1.17,162,마포 → 공덕
5,마포,공덕,DOWN,SAT,1.17,0.0,1.17,1.17,162,마포 → 공덕
5,마포,까치산,UP,DAY,0.5,,0.5,0.5,1,마포 → 까치산
5,마포,도림천,UP,DAY,1.0,0.5,0.5,1.5,3,마포 → 도림천
5,마포,신정네거리,UP,DAY,0.5,,0.5,0.5,1,마포 → 신정네거리
5,마포,양천구청,DOWN,END,0.5,,0.5,0.5,1,마포 → 양천구청
5,마포,양천구청,DOWN,SAT,0.5,,0.5,0.5,1,마포 → 양천구청
5,마포,양천구청,UP,DAY,1.67,0.29,1.5,2.0,3,마포 → 양천구청
5,마포,여의나루,UP,DAY,2.0,0.0,2.0,2.0,184,마포 → 여의나루
5,마포,여의나루,UP,END,2.0,0.0,2.0,2.0,163,마포 → 여의나루
5,마포,여의나루,UP,SAT,2.0,0.0,2.0,2.0,163,마포 → 여의나루
5,명일,고덕,DOWN,DAY,1.67,0.0,1.67,1.67,100,명일 → 고덕
5,명일,고덕,DOWN,END,1.67,0.0,1.67,1.67,84,명일 → 고덕
5,명일,고덕,DOWN,SAT,1.67,0.0,1.67,1.67,84,명일 → 고덕
5,명일,굽은다리,UP,DAY,1.17,0.0,1.17,1.17,104,명일 → 굽은다리
5,명일,굽은다리,UP,END,1.17,0.0,1.17,1.17,82,명일 → 굽은다리
5,명일,굽은다리,UP,SAT,1.17,0.0,1.17,1.17,82,명일 → 굽은다리
5,목동,도림천,DOWN,END,0.33,,0.33,0.33,1,목동 → 도림천
5,목동,도림천,DOWN,SAT,0.33,,0.33,0.33,1,목동 → 도림천
5,목동,신정,UP,DAY,1.17,0.0,1.17,1.17,194,목동 → 신정
5,목동,신정,UP,END,1.17,0.0,1.17,1.17,162,목동 → 신정
5,목동,신정,UP,SAT,1.17,0.0,1.17,1.17,162,목동 → 신정
5,목동,양천구청,DOWN,END,0.33,,0.33,0.33,1,목동 → 양천구청
5,목동,양천구청,DOWN,SAT,0.33,,0.33,0.33,1,목동 → 양천구청
5,목동,오목교,DOWN,DAY,1.33,0.0,1.33,1.33,196,목동 → 오목교
5,목동,오목교,DOWN,END,1.33,0.0,1.33,1.33,160,목동 → 오목교
5,목동,오목교,DOWN,SAT,1.33,0.0,1.33,1.33,160,목동 → 오목교
5,미사,강일,UP,DAY,1.83,0.0,1.83,1.83,90,미사 → 강일
5,미사,강일,UP,END,1.83,0.0,1.83,1.83,77,미사 → 강일
5,미사,강일,UP,SAT,1.83,0.0,1.83,1.83,77,미사 → 강일
5,미사,하남풍산,DOWN,DAY,2.5,0.02,2.5,2.67,93,미사 → 하남풍산
5,미사,하남풍산,DOWN,END,2.5,0.0,2.5,2.5,81,미사 → 하남풍산
5,미사,하남풍산,DOWN,SAT,2.5,0.0,2.5,2.5,81,미사 → 하남풍산
5,발산,도림천,DOWN,END,0.17,,0.17,0.17,1,발산 → 도림천
5,발산,도림천,DOWN,SAT,0.17,,0.17,0.17,1,발산 → 도림천
5,발산,마곡,UP,DAY,1.67,0.0,1.67,1.67,194,발산 → 마곡
5,발산,마곡,UP,END,1.67,0.0,1.67,1.67,161,발산 → 마곡
5,발산,마곡,UP,SAT,1.67,0.0,1.67,1.67,161,발산 → 마곡
5,발산,신도림,DOWN,END,0.17,,0.17,0.17,1,발산 → 신도림
5,발산,신도림,DOWN,SAT,0.17,,0.17,0.17,1,발산 → 신도림
5,발산,양천구청,DOWN,END,0.17,,0.17,0.17,1,발산 → 양천구청
5,발산,양천구청,DOWN,SAT,0.17,,0.17,0.17,1,발산 → 양천구청
5,발산,우장산,DOWN,DAY,1.5,0.0,1.5,1.5,194,발산 → 우장산
5,발산,우장산,DOWN,END,1.5,0.0,1.5,1.5,158,발산 → 우장산
5,발산,우장산,DOWN,SAT,1.5,0.0,1.5,1.5,158,발산 → 우장산
5,방이,오금,DOWN,DAY,1.33,0.0,1.33,1.33,111,방이 → 오금
5,방이,오금,DOWN,END,1.33,0.0,1.33,1.33,86,방이 → 오금
5,방이,오금,DOWN,SAT,1.33,0.0,1.33,1.33,86,방이 → 오금
5,방이,올림픽공원,UP,DAY,1.33,0.0,1.33,1.33,96,방이 → 올림픽공원
5,방이,올림픽공원,UP,END,1.33,0.0,1.33,1.33,81,방이 → 올림픽공원
5,방이,올림픽공원,UP,SAT,1.33,0.0,1.33,1.33,81,방이 → 올림픽공원
5,상일동,강일,DOWN,DAY,1.83,0.0,1.83,1.83,93,상일동 → 강일
5,상일동,강일,DOWN,END,1.83,0.0,1.83,1.83,81,상일동 → 강일
5,상일동,강일,DOWN,SAT,1.83,0.0,1.83,1.83,81,상일동 → 강일
5,상일동,고덕,UP,DAY,1.67,0.0,1.67,1.67,90,상일동 → 고덕
5,상일동,고덕,UP,END,1.67,0.0,1.67,1.67,77,상일동 → 고덕
5,상일동,고덕,UP,SAT,1.67,0.0,1.67,1.67,77,상일동 → 고덕
5,상일동,하남풍산,DOWN,DAY,6.17,,6.17,6.17,1,상일동 → 하남풍산
5,서대문,광화문,DOWN,DAY,1.5,0.0,1.5,1.5,194,서대문 → 광화문
5,서대문,광화문,DOWN,END,1.5,0.0,1.5,1.5,163,서대문 → 광화문
5,서대문,광화문,DOWN,SAT,1.5,0.0,1.5,1.5,163,서대문 → 광화문
5,서대문,충정로,UP,DAY,1.0,0.0,1.0,1.0,194,서대문 → 충정로
5,서대문,충정로,UP,END,1.0,0.0,1.0,1.0,162,서대문 → 충정로
5,서대문,충정로,UP,SAT,1.0,0.0,1.0,1.0,162,서대문 → 충정로
5,송정,김포공항,UP,DAY,2.17,0.0,2.17,2.17,193,송정 → 김포공항
5,송정,김포공항,UP,END,2.17,0.0,2.17,2.17,161,송정 → 김포공항
5,송정,김포공항,UP,SAT,2.17,0.0,2.17,2.17,161,송정 → 김포공항
5,송정,마곡,DOWN,DAY,1.5,0.02,1.33,1.5,194,송정 → 마곡
5,송정,마곡,DOWN,END,1.5,0.0,1.5,1.5,159,송정 → 마곡
5,송정,마곡,DOWN,SAT,1.5,0.0,1.5,1.5,159,송정 → 마곡
5,송정,신도림,DOWN,END,1.17,,1.17,1.17,1,송정 → 신도림
5,송정,신도림,DOWN,SAT,1.17,,1.17,1.17,1,송정 → 신도림
5,송정,신정네거리,DOWN,END,0.67,,0.67,0.67,1,송정 → 신정네거리
5,송정,신정네거리,DOWN,SAT,0.67,,0.67,0.67,1,송정 → 신정네거리
5,송정,양천구청,DOWN,END,1.17,,1.17,1.17,1,송정 → 양천구청
5,송정,양천구청,DOWN,SAT,1.17,,1.17,1.17,1,송정 → 양천구청
5,신금호,청구,UP,DAY,1.5,0.0,1.5,1.5,195,신금호 → 청구
5,신금호,청구,UP,END,1.5,0.0,1.5,1.5,163,신금호 → 청구
5,신금호,청구,UP,SAT,1.5,0.0,1.5,1.5,163,신금호 → 청구
5,신금호,행당,DOWN,DAY,1.33,0.0,1.33,1.33,193,신금호 → 행당
5,신금호,행당,DOWN,END,1.33,0.0,1.33,1.33,162,신금호 → 행당
5,신금호,행당,DOWN,SAT,1.33,0.0,1.33,1.33,162,신금호 → 행당
5,신길,신정네거리,UP,DAY,0.83,0.5,0.33,1.33,3,신길 → 신정네거리
5,신길,여의도,DOWN,DAY,1.5,0.0,1.5,1.5,195,신길 → 여의도
5,신길,여의도,DOWN,END,1.5,0.0,1.5,1.5,160,신길 → 여의도
5,신길,여의도,DOWN,SAT,1.5,0.0,1.5,1.5,160,신길 → 여의도
5,신길,영등포시장,UP,DAY,1.5,0.0,1.5,1.5,189,신길 → 영등포시장
5,신길,영등포시장,UP,END,1.5,0.0,1.5,1.5,163,신길 → 영등포시장
5,신길,영등포시장,UP,SAT,1.5,0.0,1.5,1.5,163,신길 → 영등포시장
5,신정,까치산,UP,DAY,1.83,0.0,1.83,1.83,194,신정 → 까치산
5,신정,까치산,UP,END,1.83,0.0,1.83,1.83,162,신정 → 까치산
5,신정,까치산,UP,SAT,1.83,0.0,1.83,1.83,162,신정 → 까치산
5,신정,목동,DOWN,DAY,1.17,0.0,1.17,1.17,196,신정 → 목동
5,신정,목동,DOWN,END,1.17,0.0,1.17,1.17,162,신정 → 목동
5,신정,목동,DOWN,SAT,1.17,0.0,1.17,1.17,162,신정 → 목동
5,아차산,광나루,DOWN,DAY,1.83,0.0,1.83,1.83,193,아차산 → 광나루
5,아차산,광나루,DOWN,END,1.83,0.0,1.83,1.83,162,아차산 → 광나루
5,아차산,광나루,DOWN,SAT,1.83,0.0,1.83,1.83,162,아차산 → 광나루
5,아차산,군자,UP,DAY,1.5,0.0,1.5,1.5,194,아차산 → 군자
5,아차산,군자,UP,END,1.5,0.0,1.5,1.5,162,아차산 → 군자
5,아차산,군자,UP,SAT,1.5,0.0,1.5,1.5,162,아차산 → 군자
5,애오개,충정로,DOWN,DAY,1.33,0.0,1.33,1.33,188,애오개 → 충정로
5,애오개,충정로,DOWN,END,1.33,0.0,1.33,1.33,162,애오개 → 충정로
5,애오개,충정로,DOWN,SAT,1.33,0.0,1.33,1.33,162,애오개 → 충정로
5,양평,까치산,UP,DAY,0.83,,0.83,0.83,1,양평 → 까치산
5,양평,영등포구청,DOWN,DAY,1.17,0.0,1.17,1.17,195,양평 → 영등포구청
5,양평,영등포구청,DOWN,END,1.17,0.0,1.17,1.17,161,양평 → 영등포구청
5,양평,영등포구청,DOWN,SAT,1.17,0.0,1.17,1.17,161,양평 → 영등포구청
5,양평,오목교,UP,DAY,1.33,0.0,1.33,1.33,193,양평 → 오목교
5,양평,오목교,UP,END,1.33,0.0,1.33,1.33,163,양평 → 오목교
5,양평,오목교,UP,SAT,1.33,0.0,1.33,1.33,163,양평 → 오목교
5,여의나루,까치산,UP,DAY,0.92,0.35,0.67,1.17,2,여의나루 → 까치산
5,여의나루,도림천,DOWN,END,2.0,,2.0,2.0,1,여의나루 → 도림천
5,여의나루,도림천,DOWN,SAT,2.0,,2.0,2.0,1,여의나루 → 도림천
5,여의나루,도림천,UP,DAY,0.42,0.35,0.17,0.67,2,여의나루 → 도림천
5,여의나루,마포,DOWN,DAY,2.0,0.0,2.0,2.0,194,여의나루 → 마포
5,여의나루,마포,DOWN,END,2.0,0.0,2.0,2.0,160,여의나루 → 마포
5,여의나루,마포,DOWN,SAT,2.0,0.0,2.0,2.0,160,여의나루 → 마포
5,여의나루,신도림,DOWN,END,1.0,,1.0,1.0,1,여의나루 → 신도림
5,여의나루,신도림,DOWN,SAT,1.0,,1.0,1.0,1,여의나루 → 신도림
5,여의나루,신정네거리,DOWN,END,1.5,,1.5,1.5,1,여의나루 → 신정네거리
5,여의나루,신정네거리,DOWN,SAT,1.5,,1.5,1.5,1,여의나루 → 신정네거리
5,여의나루,신정네거리,UP,DAY,0.67,0.0,0.67,0.67,2,여의나루 → 신정네거리
5,여의나루,양천구청,UP,DAY,0.92,0.35,0.67,1.17,2,여의나루 → 양천구청
5,여의나루,여의도,UP,DAY,1.33,0.0,1.33,1.33,186,여의나루 → 여의도
5,여의나루,여의도,UP,END,1.33,0.0,1.33,1.33,163,여의나루 → 여의도
5,여의나루,여의도,UP,SAT,1.33,0.0,1.33,1.33,163,여의나루 → 여의도
5,여의도,도림천,DOWN,END,0.67,,0.67,0.67,1,여의도 → 도림천
5,여의도,도림천,DOWN,SAT,0.67,,0.67,0.67,1,여의도 → 도림천
5,여의도,신길,UP,DAY,1.5,0.0,1.5,1.5,188,여의도 → 신길
5,여의도,신길,UP,END,1.5,0.0,1.5,1.5,162,여의도 → 신길
5,여의도,신길,UP,SAT,1.5,0.0,1.5,1.5,162,여의도 → 신길
5,여의도,신정네거리,DOWN,END,1.17,,1.17,1.17,1,여의도 → 신정네거리
5,여의도,신정네거리,DOWN,SAT,1.17,,1.17,1.17,1,여의도 → 신정네거리
5,여의도,신정네거리,UP,DAY,1.0,0.29,0.83,1.33,3,여의도 → 신정네거리
5,여의도,양천구청,DOWN,END,0.67,,0.67,0.67,1,여의도 → 양천구청
5,여의도,양천구청,DOWN,SAT,0.67,,0.67,0.67,1,여의도 → 양천구청
5,여의도,양천구청,UP,DAY,0.83,0.71,0.33,1.33,2,여의도 → 양천구청
5,여의도,여의나루,DOWN,DAY,1.33,0.0,1.33,1.33,194,여의도 → 여의나루
5,여의도,여의나루,DOWN,END,1.33,0.0,1.33,1.33,159,여의도 → 여의나루
5,여의도,여의나루,DOWN,SAT,1.33,0.0,1.33,1.33,159,여의도 → 여의나루
5,영등포구청,까치산,UP,DAY,0.58,0.35,0.33,0.83,2,영등포구청 → 까치산
5,영등포구청,도림천,DOWN,END,1.17,,1.17,1.17,1,영등포구청 → 도림천
5,영등포구청,도림천,DOWN,SAT,1.17,,1.17,1.17,1,영등포구청 → 도림천
5,영등포구청,신도림,DOWN,END,0.17,,0.17,0.17,1,영등포구청 → 신도림
5,영등포구청,신도림,DOWN,SAT,0.17,,0.17,0.17,1,영등포구청 → 신도림
5,영등포구청,양천구청,DOWN,END,0.17,,0.17,0.17,1,영등포구청 → 양천구청
5,영등포구청,양천구청,DOWN,SAT,0.17,,0.17,0.17,1,영등포구청 → 양천구청
5,영등포구청,양평,UP,DAY,1.17,0.0,1.17,1.17,191,영등포구청 → 양평
5,영등포구청,양평,UP,END,1.17,0.0,1.17,1.17,163,영등포구청 → 양평
5,영등포구청,양평,UP,SAT,1.17,0.0,1.17,1.17,163,영등포구청 → 양평
5,영등포구청,영등포시장,DOWN,DAY,1.17,0.01,1.17,1.33,195,영등포구청 → 영등포시장
5,영등포구청,영등포시장,DOWN,END,1.17,0.0,1.17,1.17,159,영등포구청 → 영등포시장
5,영등포구청,영등포시장,DOWN,SAT,1.17,0.0,1.17,1.17,159,영등포구청 → 영등포시장
5,영등포시장,까치산,UP,DAY,0.5,,0.5,0.5,1,영등포시장 → 까치산
5,영등포시장,신길,DOWN,DAY,1.5,0.0,1.5,1.5,195,영등포시장 → 신길
5,영등포시장,신길,DOWN,END,1.5,0.0,1.5,1.5,162,영등포시장 → 신길
5,영등포시장,신길,DOWN,SAT,1.5,0.0,1.5,1.5,162,영등포시장 → 신길
5,영등포시장,신정네거리,DOWN,END,1.17,,1.17,1.17,1,영등포시장 → 신정네거리
5,영등포시장,신정네거리,DOWN,SAT,1.17,,1.17,1.17,1,영등포시장 → 신정네거리
5,영등포시장,신정네거리,UP,DAY,1.0,,1.0,1.0,1,영등포시장 → 신정네거리
5,영등포시장,영등포구청,UP,DAY,1.17,0.0,1.17,1.17,190,영등포시장 → 영등포구청
5,영등포시장,영등포구청,UP,END,1.17,0.0,1.17,1.17,163,영등포시장 → 영등포구청
5,영등포시장,영등포구청,UP,SAT,1.17,0.0,1.17,1.17,163,영등포시장 → 영등포구청
5,오금,개롱,DOWN,DAY,1.17,0.0,1.17,1.17,111,오금 → 개롱
5,오금,개롱,DOWN,END,1.17,0.0,1.17,1.17,86,오금 → 개롱
5,오금,개롱,DOWN,SAT,1.17,0.0,1.17,1.17,86,오금 → 개롱
5,오금,방이,UP,DAY,1.33,0.0,1.33,1.33,97,오금 → 방이
5,오금,방이,UP,END,1.33,0.0,1.33,1.33,81,오금 → 방이
5,오금,방이,UP,SAT,1.33,0.0,1.33,1.33,81,오금 → 방이
5,오목교,목동,UP,DAY,1.33,0.0,1.33,1.33,194,오목교 → 목동
5,오목교,목동,UP,END,1.33,0.0,1.33,1.33,162,오목교 → 목동
5,오목교,목동,UP,SAT,1.33,0.0,1.33,1.33,162,오목교 → 목동
5,오목교,신도림,DOWN,END,0.5,,0.5,0.5,1,오목교 → 신도림
5,오목교,신도림,DOWN,SAT,0.5,,0.5,0.5,1,오목교 → 신도림
5,오목교,양평,DOWN,DAY,1.33,0.0,1.33,1.33,196,오목교 → 양평
5,오목교,양평,DOWN,END,1.33,0.0,1.33,1.33,161,오목교 → 양평
5,오목교,양평,DOWN,SAT,1.33,0.0,1.33,1.33,161,오목교 → 양평
5,올림픽공원,둔촌동,UP,DAY,1.67,0.0,1.67,1.67,96,올림픽공원 → 둔촌동
5,올림픽공원,둔촌동,UP,END,1.67,0.0,1.67,1.67,81,올림픽공원 → 둔촌동
5,올림픽공원,둔촌동,UP,SAT,1.67,0.0,1.67,1.67,81,올림픽공원 → 둔촌동
5,올림픽공원,방이,DOWN,DAY,1.33,0.0,1.33,1.33,111,올림픽공원 → 방이
5,올림픽공원,방이,DOWN,END,1.33,0.0,1.33,1.33,86,올림픽공원 → 방이
5,올림픽공원,방이,DOWN,SAT,1.33,0.0,1.33,1.33,86,올림픽공원 → 방이
5,왕십리,마장,DOWN,DAY,1.0,0.0,1.0,1.0,192,왕십리 → 마장
5,왕십리,마장,DOWN,END,1.0,0.0,1.0,1.0,162,왕십리 → 마장
5,왕십리,마장,DOWN,SAT,1.0,0.0,1.0,1.0,162,왕십리 → 마장
5,왕십리,행당,UP,DAY,1.17,0.0,1.17,1.17,194,왕십리 → 행당
5,왕십리,행당,UP,END,1.17,0.0,1.17,1.17,162,왕십리 → 행당
5,왕십리,행당,UP,SAT,1.17,0.0,1.17,1.17,162,왕십리 → 행당
5,우장산,도림천,DOWN,END,1.17,,1.17,1.17,1,우장산 → 도림천
5,우장산,도림천,DOWN,SAT,1.17,,1.17,1.17,1,우장산 → 도림천
5,우장산,발산,UP,DAY,1.5,0.0,1.5,1.5,194,우장산 → 발산
5,우장산,발산,UP,END,1.5,0.0,1.5,1.5,162,우장산 → 발산
5,우장산,발산,UP,SAT,1.5,0.0,1.5,1.5,162,우장산 → 발산
5,우장산,신도림,DOWN,END,0.17,,0.17,0.17,1,우장산 → 신도림
5,우장산,신도림,DOWN,SAT,0.17,,0.17,0.17,1,우장산 → 신도림
5,우장산,양천구청,DOWN,END,1.17,,1.17,1.17,1,우장산 → 양천구청
5,우장산,양천구청,DOWN,SAT,1.17,,1.17,1.17,1,우장산 → 양천구청
5,우장산,화곡,DOWN,DAY,1.5,0.0,1.5,1.5,194,우장산 → 화곡
5,우장산,화곡,DOWN,END,1.5,0.0,1.5,1.5,159,우장산 → 화곡
5,우장산,화곡,DOWN,SAT,1.5,0.0,1.5,1.5,159,우장산 → 화곡
5,을지로4가,동대문역사문화공원,DOWN,DAY,1.5,0.0,1.5,1.5,193,을지로4가 → 동대문역사문화공원
5,을지로4가,동대문역사문화공원,DOWN,END,1.5,0.0,1.5,1.5,163,을지로4가 → 동대문역사문화공원
5,을지로4가,동대문역사문화공원,DOWN,SAT,1.5,0.0,1.5,1.5,163,을지로4가 → 동대문역사문화공원
5,을지로4가,종로3가,UP,DAY,1.67,0.0,1.67,1.67,195,을지로4가 → 종로3가
5,을지로4가,종로3가,UP,END,1.67,0.0,1.67,1.67,163,을지로4가 → 종로3가
5,을지로4가,종로3가,UP,SAT,1.67,0.0,1.67,1.67,163,을지로4가 → 종로3가
5,장한평,군자,DOWN,DAY,1.67,0.0,1.67,1.67,193,장한평 → 군자
5,장한평,군자,DOWN,END,1.67,0.0,1.67,1.67,162,장한평 → 군자
5,장한평,군자,DOWN,SAT,1.67,0.0,1.67,1.67,162,장한평 → 군자
5,장한평,답십리,UP,DAY,1.67,0.0,1.67,1.67,195,장한평 → 답십리
5,장한평,답십리,UP,END,1.67,0.0,1.67,1.67,163,장한평 → 답십리
5,장한평,답십리,UP,SAT,1.67,0.0,1.67,1.67,163,장한평 → 답십리
5,종로3가,광화문,UP,DAY,1.67,0.0,1.67,1.67,194,종로3가 → 광화문
5,종로3가,광화문,UP,END,1.67,0.0,1.67,1.67,163,종로3가 → 광화문
5,종로3가,광화문,UP,SAT,1.67,0.0,1.67,1.67,163,종로3가 → 광화문
5,종로3가,을지로4가,DOWN,DAY,1.67,0.0,1.67,1.67,193,종로3가 → 을지로4가
5,종로3가,을지로4가,DOWN,END,1.67,0.0,1.67,1.67,163,종로3가 → 을지로4가
5,종로3가,을지로4가,DOWN,SAT,1.67,0.0,1.67,1.67,163,종로3가 → 을지로4가
5,천호,강동,DOWN,DAY,1.17,0.0,1.17,1.17,193,천호 → 강동
5,천호,강동,DOWN,END,1.17,0.0,1.17,1.17,162,천호 → 강동
5,천호,강동,DOWN,SAT,1.17,0.0,1.17,1.17,162,천호 → 강동
5,천호,광나루,UP,DAY,2.17,0.0,2.17,2.17,195,천호 → 광나루
5,천호,광나루,UP,END,2.17,0.0,2.17,2.17,163,천호 → 광나루
5,천호,광나루,UP,SAT,2.17,0.0,2.17,2.17,163,천호 → 광나루
5,청구,동대문역사문화공원,UP,DAY,1.33,0.0,1.33,1.33,195,청구 → 동대문역사문화공원
5,청구,동대문역사문화공원,UP,END,1.33,0.0,1.33,1.33,163,청구 → 동대문역사문화공원
5,청구,동대문역사문화공원,UP,SAT,1.33,0.0,1.33,1.33,163,청구 → 동대문역사문화공원
5,청구,신금호,DOWN,DAY,1.5,0.0,1.5,1.5,193,청구 → 신금호
