호선,출발역명,도착역명,방향,주중주말,평균_분,표준편차,최소_분,최대_분,측정횟수,구간
4,동작,이촌,UP,END,3.0,0.0,3.0,3.0,195,동작 → 이촌
4,동작,이촌,UP,SAT,3.0,0.0,3.0,3.0,195,동작 → 이촌
4,동작,총신대입구,DOWN,DAY,2.5,0.0,2.5,2.5,232,동작 → 총신대입구
4,동작,총신대입구,DOWN,END,2.5,0.0,2.5,2.5,195,동작 → 총신대입구
4,동작,총신대입구,DOWN,SAT,2.5,0.0,2.5,2.5,195,동작 → 총신대입구
4,명동,충무로,UP,DAY,1.0,0.0,1.0,1.0,232,명동 → 충무로
4,명동,충무로,UP,END,1.0,0.0,1.0,1.0,196,명동 → 충무로
4,명동,충무로,UP,SAT,1.0,0.0,1.0,1.0,196,명동 → 충무로
4,명동,회현,DOWN,DAY,1.0,0.0,1.0,1.0,233,명동 → 회현
4,명동,회현,DOWN,END,1.0,0.0,1.0,1.0,196,명동 → 회현
4,명동,회현,DOWN,SAT,1.0,0.0,1.0,1.0,196,명동 → 회현
4,미아,미아사거리,DOWN,DAY,2.0,0.0,2.0,2.0,233,미아 → 미아사거리
4,미아,미아사거리,DOWN,END,2.0,0.0,2.0,2.0,195,미아 → 미아사거리
4,미아,미아사거리,DOWN,SAT,2.0,0.0,2.0,2.0,195,미아 → 미아사거리
4,미아,수유,UP,DAY,1.5,0.0,1.5,1.5,230,미아 → 수유
4,미아,수유,UP,END,1.5,0.0,1.5,1.5,195,미아 → 수유
4,미아,수유,UP,SAT,1.5,0.0,1.5,1.5,195,미아 → 수유
4,미아사거리,길음,DOWN,DAY,2.0,0.0,2.0,2.0,233,미아사거리 → 길음
4,미아사거리,길음,DOWN,END,2.0,0.0,2.0,2.0,195,미아사거리 → 길음
4,미아사거리,길음,DOWN,SAT,2.0,0.0,2.0,2.0,195,미아사거리 → 길음
4,미아사거리,미아,UP,DAY,2.0,0.0,2.0,2.0,230,미아사거리 → 미아
4,미아사거리,미아,UP,END,2.0,0.0,2.0,2.0,195,미아사거리 → 미아
4,미아사거리,미아,UP,SAT,2.0,0.0,2.0,2.0,195,미아사거리 → 미아
4,반월,대야미,UP,DAY,2.0,0.0,2.0,2.0,122,반월 → 대야미
4,반월,대야미,UP,END,2.0,0.0,2.0,2.0,110,반월 → 대야미
4,반월,대야미,UP,SAT,2.0,0.0,2.0,2.0,110,반월 → 대야미
4,반월,상록수,DOWN,DAY,3.0,0.0,3.0,3.0,122,반월 → 상록수
4,반월,상록수,DOWN,END,3.0,0.0,3.0,3.0,109,반월 → 상록수
4,반월,상록수,DOWN,SAT,3.0,0.0,3.0,3.0,109,반월 → 상록수
4,범계,금정,DOWN,DAY,3.0,0.0,3.0,3.0,124,범계 → 금정
4,범계,금정,DOWN,END,3.0,0.0,3.0,3.0,107,범계 → 금정
4,범계,금정,DOWN,SAT,3.0,0.0,3.0,3.0,107,범계 → 금정
4,범계,평촌,UP,DAY,1.5,0.04,1.5,2.0,125,범계 → 평촌
4,범계,평촌,UP,END,1.5,0.0,1.5,1.5,109,범계 → 평촌
4,범계,평촌,UP,SAT,1.5,0.0,1.5,1.5,109,범계 → 평촌
4,별내별가람,불암산,DOWN,DAY,5.0,0.0,5.0,5.0,76,별내별가람 → 불암산
4,별내별가람,불암산,DOWN,END,5.0,0.0,5.0,5.0,59,별내별가람 → 불암산
4,별내별가람,불암산,DOWN,SAT,5.0,0.0,5.0,5.0,59,별내별가람 → 불암산
4,별내별가람,오남,UP,DAY,6.5,0.0,6.5,6.5,76,별내별가람 → 오남
4,별내별가람,오남,UP,END,6.5,0.0,6.5,6.5,59,별내별가람 → 오남
4,별내별가람,오남,UP,SAT,6.5,0.0,6.5,6.5,59,별내별가람 → 오남
4,불암산,별내별가람,UP,DAY,4.99,0.06,4.5,5.0,69,불암산 → 별내별가람
4,불암산,별내별가람,UP,END,5.0,0.0,5.0,5.0,51,불암산 → 별내별가람
4,불암산,별내별가람,UP,SAT,5.0,0.0,5.0,5.0,51,불암산 → 별내별가람
4,불암산,상계,DOWN,DAY,2.5,0.0,2.5,2.5,76,불암산 → 상계
4,불암산,상계,DOWN,END,2.5,0.0,2.5,2.5,57,불암산 → 상계
4,불암산,상계,DOWN,SAT,2.5,0.0,2.5,2.5,57,불암산 → 상계
4,사당,남태령,DOWN,DAY,2.0,0.0,2.0,2.0,124,사당 → 남태령
4,사당,남태령,DOWN,END,2.0,0.0,2.0,2.0,108,사당 → 남태령
4,사당,남태령,DOWN,SAT,2.0,0.0,2.0,2.0,108,사당 → 남태령
4,사당,총신대입구,UP,DAY,1.5,0.0,1.5,1.5,125,사당 → 총신대입구
4,사당,총신대입구,UP,END,1.5,0.0,1.5,1.5,109,사당 → 총신대입구
4,사당,총신대입구,UP,SAT,1.5,0.0,1.5,1.5,109,사당 → 총신대입구
4,산본,금정,UP,DAY,4.01,0.06,4.0,4.5,125,산본 → 금정
4,산본,금정,UP,END,4.0,0.0,4.0,4.0,109,산본 → 금정
4,산본,금정,UP,SAT,4.0,0.0,4.0,4.0,109,산본 → 금정
4,산본,상록수,DOWN,DAY,8.0,0.0,8.0,8.0,3,산본 → 상록수
4,산본,수리산,DOWN,DAY,1.5,0.0,1.5,1.5,122,산본 → 수리산
4,산본,수리산,DOWN,END,1.5,0.0,1.5,1.5,109,산본 → 수리산
4,산본,수리산,DOWN,SAT,1.5,0.0,1.5,1.5,109,산본 → 수리산
4,삼각지,숙대입구,UP,DAY,1.5,0.0,1.5,1.5,232,삼각지 → 숙대입구
4,삼각지,숙대입구,UP,END,1.5,0.0,1.5,1.5,195,삼각지 → 숙대입구
4,삼각지,숙대입구,UP,SAT,1.5,0.0,1.5,1.5,195,삼각지 → 숙대입구
4,삼각지,신용산,DOWN,DAY,1.0,0.0,1.0,1.0,233,삼각지 → 신용산
4,삼각지,신용산,DOWN,END,1.0,0.0,1.0,1.0,195,삼각지 → 신용산
4,삼각지,신용산,DOWN,SAT,1.0,0.0,1.0,1.0,195,삼각지 → 신용산
4,상계,노원,DOWN,DAY,1.5,0.0,1.5,1.5,222,상계 → 노원
4,상계,노원,DOWN,END,1.5,0.0,1.5,1.5,194,상계 → 노원
4,상계,노원,DOWN,SAT,1.5,0.0,1.5,1.5,194,상계 → 노원
4,상계,불암산,UP,DAY,2.49,0.07,2.0,2.5,228,상계 → 불암산
4,상계,불암산,UP,END,2.5,0.0,2.5,2.5,193,상계 → 불암산
4,상계,불암산,UP,SAT,2.5,0.0,2.5,2.5,193,상계 → 불암산
4,상록수,반월,UP,DAY,3.01,0.08,3.0,3.5,126,상록수 → 반월
4,상록수,반월,UP,END,3.0,0.0,3.0,3.0,110,상록수 → 반월
4,상록수,반월,UP,SAT,3.0,0.0,3.0,3.0,110,상록수 → 반월
4,상록수,중앙,DOWN,DAY,3.5,0.0,3.5,3.5,3,상록수 → 중앙
4,상록수,한대앞,DOWN,DAY,1.5,0.0,1.5,1.5,122,상록수 → 한대앞
4,상록수,한대앞,DOWN,END,1.5,0.0,1.5,1.5,109,상록수 → 한대앞
4,상록수,한대앞,DOWN,SAT,1.5,0.0,1.5,1.5,109,상록수 → 한대앞
4,서울역,숙대입구,DOWN,DAY,1.5,0.0,1.5,1.5,233,서울역 → 숙대입구
4,서울역,숙대입구,DOWN,END,1.5,0.0,1.5,1.5,195,서울역 → 숙대입구
4,서울역,숙대입구,DOWN,SAT,1.5,0.0,1.5,1.5,195,서울역 → 숙대입구
4,서울역,회현,UP,DAY,1.5,0.0,1.5,1.5,232,서울역 → 회현
4,서울역,회현,UP,END,1.5,0.0,1.5,1.5,195,서울역 → 회현
4,서울역,회현,UP,SAT,1.5,0.0,1.5,1.5,195,서울역 → 회현
4,선바위,경마공원,DOWN,DAY,1.5,0.0,1.5,1.5,125,선바위 → 경마공원
4,선바위,경마공원,DOWN,END,1.5,0.0,1.5,1.5,108,선바위 → 경마공원
4,선바위,경마공원,DOWN,SAT,1.5,0.0,1.5,1.5,108,선바위 → 경마공원
4,선바위,남태령,UP,DAY,2.5,0.0,2.5,2.5,125,선바위 → 남태령
4,선바위,남태령,UP,END,2.5,0.0,2.5,2.5,109,선바위 → 남태령
4,선바위,남태령,UP,SAT,2.5,0.0,2.5,2.5,109,선바위 → 남태령
4,성신여대입구,길음,UP,DAY,2.0,0.0,2.0,2.0,230,성신여대입구 → 길음
4,성신여대입구,길음,UP,END,2.0,0.0,2.0,2.0,195,성신여대입구 → 길음
4,성신여대입구,길음,UP,SAT,2.0,0.0,2.0,2.0,195,성신여대입구 → 길음
4,성신여대입구,한성대입구,DOWN,DAY,1.5,0.0,1.5,1.5,233,성신여대입구 → 한성대입구
4,성신여대입구,한성대입구,DOWN,END,1.5,0.0,1.5,1.5,195,성신여대입구 → 한성대입구
4,성신여대입구,한성대입구,DOWN,SAT,1.5,0.0,1.5,1.5,195,성신여대입구 → 한성대입구
4,수리산,대야미,DOWN,DAY,3.0,0.0,3.0,3.0,122,수리산 → 대야미
4,수리산,대야미,DOWN,END,3.0,0.0,3.0,3.0,109,수리산 → 대야미
4,수리산,대야미,DOWN,SAT,3.0,0.0,3.0,3.0,109,수리산 → 대야미
4,수리산,산본,UP,DAY,1.5,0.0,1.5,1.5,121,수리산 → 산본
4,수리산,산본,UP,END,1.5,0.0,1.5,1.5,110,수리산 → 산본
4,수리산,산본,UP,SAT,1.5,0.0,1.5,1.5,110,수리산 → 산본
4,수유,미아,DOWN,DAY,1.5,0.0,1.5,1.5,233,수유 → 미아
4,수유,미아,DOWN,END,1.5,0.0,1.5,1.5,195,수유 → 미아
4,수유,미아,DOWN,SAT,1.5,0.0,1.5,1.5,195,수유 → 미아
4,수유,쌍문,UP,DAY,2.0,0.0,2.0,2.0,230,수유 → 쌍문
4,수유,쌍문,UP,END,2.0,0.0,2.0,2.0,195,수유 → 쌍문
4,수유,쌍문,UP,SAT,2.0,0.0,2.0,2.0,195,수유 → 쌍문
4,숙대입구,삼각지,DOWN,DAY,1.5,0.0,1.5,1.5,233,숙대입구 → 삼각지
4,숙대입구,삼각지,DOWN,END,1.5,0.0,1.5,1.5,195,숙대입구 → 삼각지
4,숙대입구,삼각지,DOWN,SAT,1.5,0.0,1.5,1.5,195,숙대입구 → 삼각지
4,숙대입구,서울역,UP,DAY,1.5,0.0,1.5,1.5,232,숙대입구 → 서울역
4,숙대입구,서울역,UP,END,1.5,0.0,1.5,1.5,195,숙대입구 → 서울역
4,숙대입구,서울역,UP,SAT,1.5,0.0,1.5,1.5,195,숙대입구 → 서울역
4,신길온천,안산,UP,DAY,2.51,0.07,2.5,3.0,106,신길온천 → 안산
4,신길온천,안산,UP,END,2.5,0.0,2.5,2.5,95,신길온천 → 안산
4,신길온천,안산,UP,SAT,2.5,0.0,2.5,2.5,95,신길온천 → 안산
4,신길온천,정왕,DOWN,DAY,2.5,0.0,2.5,2.5,106,신길온천 → 정왕
4,신길온천,정왕,DOWN,END,2.5,0.0,2.5,2.5,93,신길온천 → 정왕
4,신길온천,정왕,DOWN,SAT,2.5,0.0,2.5,2.5,93,신길온천 → 정왕
4,신용산,삼각지,UP,DAY,1.0,0.0,1.0,1.0,232,신용산 → 삼각지
4,신용산,삼각지,UP,END,1.0,0.0,1.0,1.0,195,신용산 → 삼각지
4,신용산,삼각지,UP,SAT,1.0,0.0,1.0,1.0,195,신용산 → 삼각지
4,신용산,이촌,DOWN,DAY,2.0,0.0,2.0,2.0,233,신용산 → 이촌
4,신용산,이촌,DOWN,END,2.0,0.0,2.0,2.0,195,신용산 → 이촌
4,신용산,이촌,DOWN,SAT,2.0,0.0,2.0,2.0,195,신용산 → 이촌
4,쌍문,수유,DOWN,DAY,2.0,0.0,2.0,2.0,234,쌍문 → 수유
4,쌍문,수유,DOWN,END,2.0,0.0,2.0,2.0,195,쌍문 → 수유
4,쌍문,수유,DOWN,SAT,2.0,0.0,2.0,2.0,195,쌍문 → 수유
4,쌍문,창동,UP,DAY,2.0,0.03,1.5,2.0,229,쌍문 → 창동
4,쌍문,창동,UP,END,2.0,0.0,2.0,2.0,194,쌍문 → 창동
4,쌍문,창동,UP,SAT,2.0,0.0,2.0,2.0,194,쌍문 → 창동
4,안산,신길온천,DOWN,DAY,2.5,0.0,2.5,2.5,105,안산 → 신길온천
4,안산,신길온천,DOWN,END,2.5,0.0,2.5,2.5,94,안산 → 신길온천
4,안산,신길온천,DOWN,SAT,2.5,0.0,2.5,2.5,94,안산 → 신길온천
4,안산,정왕,DOWN,DAY,4.0,0.0,4.0,4.0,3,안산 → 정왕
4,안산,초지,UP,DAY,2.02,0.1,2.0,2.5,110,안산 → 초지
4,안산,초지,UP,END,2.0,0.0,2.0,2.0,95,안산 → 초지
4,안산,초지,UP,SAT,2.0,0.0,2.0,2.0,95,안산 → 초지
4,오남,별내별가람,DOWN,DAY,6.5,0.0,6.5,6.5,76,오남 → 별내별가람
4,오남,별내별가람,DOWN,END,6.5,0.0,6.5,6.5,59,오남 → 별내별가람
4,오남,별내별가람,DOWN,SAT,6.5,0.0,6.5,6.5,59,오남 → 별내별가람
4,오남,진접,UP,DAY,2.5,0.0,2.5,2.5,75,오남 → 진접
4,오남,진접,UP,END,2.5,0.0,2.5,2.5,59,오남 → 진접
4,오남,진접,UP,SAT,2.5,0.0,2.5,2.5,59,오남 → 진접
4,이촌,동작,DOWN,DAY,3.0,0.0,3.0,3.0,232,이촌 → 동작
4,이촌,동작,DOWN,END,3.0,0.0,3.0,3.0,195,이촌 → 동작
4,이촌,동작,DOWN,SAT,3.0,0.0,3.0,3.0,195,이촌 → 동작
4,이촌,신용산,UP,DAY,2.0,0.0,2.0,2.0,233,이촌 → 신용산
4,이촌,신용산,UP,END,2.0,0.0,2.0,2.0,195,이촌 → 신용산
4,이촌,신용산,UP,SAT,2.0,0.0,2.0,2.0,195,이촌 → 신용산
4,인덕원,정부과천청사,UP,DAY,3.0,0.0,3.0,3.0,125,인덕원 → 정부과천청사
4,인덕원,정부과천청사,UP,END,3.0,0.0,3.0,3.0,109,인덕원 → 정부과천청사
4,인덕원,정부과천청사,UP,SAT,3.0,0.0,3.0,3.0,109,인덕원 → 정부과천청사
4,인덕원,평촌,DOWN,DAY,2.0,0.0,2.0,2.0,124,인덕원 → 평촌
4,인덕원,평촌,DOWN,END,2.0,0.0,2.0,2.0,108,인덕원 → 평촌
4,인덕원,평촌,DOWN,SAT,2.0,0.0,2.0,2.0,108,인덕원 → 평촌
4,정부과천청사,과천,UP,DAY,1.5,0.04,1.5,2.0,125,정부과천청사 → 과천
4,정부과천청사,과천,UP,END,1.5,0.0,1.5,1.5,109,정부과천청사 → 과천
4,정부과천청사,과천,UP,SAT,1.5,0.0,1.5,1.5,109,정부과천청사 → 과천
4,정부과천청사,인덕원,DOWN,DAY,3.0,0.0,3.0,3.0,124,정부과천청사 → 인덕원
4,정부과천청사,인덕원,DOWN,END,3.0,0.0,3.0,3.0,108,정부과천청사 → 인덕원
4,정부과천청사,인덕원,DOWN,SAT,3.0,0.0,3.0,3.0,108,정부과천청사 → 인덕원
4,정왕,신길온천,UP,DAY,2.48,0.09,2.0,2.5,110,정왕 → 신길온천
4,정왕,신길온천,UP,END,2.5,0.0,2.5,2.5,95,정왕 → 신길온천
4,정왕,신길온천,UP,SAT,2.5,0.0,2.5,2.5,95,정왕 → 신길온천
4,정왕,오이도,DOWN,DAY,2.49,0.1,2.0,3.0,109,정왕 → 오이도
4,정왕,오이도,DOWN,END,2.5,0.0,2.5,2.5,93,정왕 → 오이도
4,정왕,오이도,DOWN,SAT,2.5,0.0,2.5,2.5,93,정왕 → 오이도
4,중앙,고잔,DOWN,DAY,1.5,0.0,1.5,1.5,121,중앙 → 고잔
4,중앙,고잔,DOWN,END,1.5,0.0,1.5,1.5,108,중앙 → 고잔
4,중앙,고잔,DOWN,SAT,1.5,0.0,1.5,1.5,108,중앙 → 고잔
4,중앙,초지,DOWN,DAY,3.0,0.0,3.0,3.0,3,중앙 → 초지
4,중앙,한대앞,UP,DAY,2.0,0.0,2.0,2.0,126,중앙 → 한대앞
4,중앙,한대앞,UP,END,2.0,0.0,2.0,2.0,110,중앙 → 한대앞
4,중앙,한대앞,UP,SAT,2.0,0.0,2.0,2.0,110,중앙 → 한대앞
4,창동,노원,UP,DAY,1.5,0.0,1.5,1.5,229,창동 → 노원
4,창동,노원,UP,END,1.5,0.0,1.5,1.5,194,창동 → 노원
4,창동,노원,UP,SAT,1.5,0.0,1.5,1.5,194,창동 → 노원
4,창동,쌍문,DOWN,DAY,2.0,0.0,2.0,2.0,223,창동 → 쌍문
4,창동,쌍문,DOWN,END,2.0,0.0,2.0,2.0,195,창동 → 쌍문
4,창동,쌍문,DOWN,SAT,2.0,0.0,2.0,2.0,195,창동 → 쌍문
4,초지,고잔,UP,DAY,1.98,0.09,1.5,2.0,126,초지 → 고잔
4,초지,고잔,UP,END,2.0,0.0,2.0,2.0,110,초지 → 고잔
4,초지,고잔,UP,SAT,2.0,0.0,2.0,2.0,110,초지 → 고잔
4,초지,안산,DOWN,DAY,2.02,0.09,2.0,2.5,124,초지 → 안산
4,초지,안산,DOWN,END,2.0,0.0,2.0,2.0,108,초지 → 안산
4,초지,안산,DOWN,SAT,2.0,0.0,2.0,2.0,108,초지 → 안산
4,총신대입구,동작,UP,DAY,2.5,0.0,2.5,2.5,233,총신대입구 → 동작
4,총신대입구,동작,UP,END,2.5,0.0,2.5,2.5,195,총신대입구 → 동작
4,총신대입구,동작,UP,SAT,2.5,0.0,2.5,2.5,195,총신대입구 → 동작
4,총신대입구,사당,DOWN,DAY,1.5,0.0,1.5,1.5,232,총신대입구 → 사당
4,총신대입구,사당,DOWN,END,1.5,0.0,1.5,1.5,194,총신대입구 → 사당
4,총신대입구,사당,DOWN,SAT,1.5,0.0,1.5,1.5,194,총신대입구 → 사당
4,충무로,동대문역사문화공원,UP,DAY,2.0,0.0,2.0,2.0,232,충무로 → 동대문역사문화공원
4,충무로,동대문역사문화공원,UP,END,2.0,0.0,2.0,2.0,196,충무로 → 동대문역사문화공원
4,충무로,동대문역사문화공원,UP,SAT,2.0,0.0,2.0,2.0,196,충무로 → 동대문역사문화공원
4,충무로,명동,DOWN,DAY,1.0,0.0,1.0,1.0,233,충무로 → 명동
4,충무로,명동,DOWN,END,1.0,0.0,1.0,1.0,196,충무로 → 명동
4,충무로,명동,DOWN,SAT,1.0,0.0,1.0,1.0,196,충무로 → 명동
4,평촌,범계,DOWN,DAY,1.5,0.0,1.5,1.5,124,평촌 → 범계
4,평촌,범계,DOWN,END,1.5,0.0,1.5,1.5,108,평촌 → 범계
4,평촌,범계,DOWN,SAT,1.5,0.0,1.5,1.5,108,평촌 → 범계
4,평촌,인덕원,UP,DAY,2.0,0.0,2.0,2.0,125,평촌 → 인덕원
4,평촌,인덕원,UP,END,2.0,0.0,2.0,2.0,109,평촌 → 인덕원
4,평촌,인덕원,UP,SAT,2.0,0.0,2.0,2.0,109,평촌 → 인덕원
4,한대앞,상록수,UP,DAY,1.5,0.0,1.5,1.5,122,한대앞 → 상록수
4,한대앞,상록수,UP,END,1.5,0.0,1.5,1.5,110,한대앞 → 상록수
4,한대앞,상록수,UP,SAT,1.5,0.0,1.5,1.5,110,한대앞 → 상록수
4,한대앞,중앙,DOWN,DAY,2.0,0.0,2.0,2.0,122,한대앞 → 중앙
4,한대앞,중앙,DOWN,END,2.0,0.0,2.0,2.0,108,한대앞 → 중앙
4,한대앞,중앙,DOWN,SAT,2.0,0.0,2.0,2.0,108,한대앞 → 중앙
4,한성대입구,성신여대입구,UP,DAY,1.5,0.0,1.5,1.5,231,한성대입구 → 성신여대입구
4,한성대입구,성신여대입구,UP,END,1.5,0.0,1.5,1.5,195,한성대입구 → 성신여대입구
4,한성대입구,성신여대입구,UP,SAT,1.5,0.0,1.5,1.5,195,한성대입구 → 성신여대입구
4,한성대입구,혜화,DOWN,DAY,1.5,0.0,1.5,1.5,233,한성대입구 → 혜화
4,한성대입구,혜화,DOWN,END,1.5,0.0,1.5,1.5,195,한성대입구 → 혜화
4,한성대입구,혜화,DOWN,SAT,1.5,0.0,1.5,1.5,195,한성대입구 → 혜화
4,혜화,동대문,DOWN,DAY,2.0,0.0,2.0,2.0,234,혜화 → 동대문
4,혜화,동대문,DOWN,END,2.0,0.0,2.0,2.0,196,혜화 → 동대문
4,혜화,동대문,DOWN,SAT,2.0,0.0,2.0,2.0,196,혜화 → 동대문
4,혜화,한성대입구,UP,DAY,1.5,0.0,1.5,1.5,231,혜화 → 한성대입구
4,혜화,한성대입구,UP,END,1.5,0.0,1.5,1.5,195,혜화 → 한성대입구
4,혜화,한성대입구,UP,SAT,1.5,0.0,1.5,1.5,195,혜화 → 한성대입구
4,회현,명동,UP,DAY,1.0,0.0,1.0,1.0,232,회현 → 명동
4,회현,명동,UP,END,1.0,0.0,1.0,1.0,196,회현 → 명동
4,회현,명동,UP,SAT,1.0,0.0,1.0,1.0,196,회현 → 명동
4,회현,서울역,DOWN,DAY,1.5,0.0,1.5,1.5,233,회현 → 서울역
4,회현,서울역,DOWN,END,1.5,0.0,1.5,1.5,195,회현 → 서울역
4,회현,서울역,DOWN,SAT,1.5,0.0,1.5,1.5,195,회현 → 서울역
5,강동,길동,DOWN,DAY,1.5,0.0,1.5,1.5,97,강동 → 길동
5,강동,길동,DOWN,END,1.5,0.0,1.5,1.5,82,강동 → 길동
5,강동,길동,DOWN,SAT,1.5,0.0,1.5,1.5,82,강동 → 길동
5,강동,둔촌동,DOWN,DAY,1.83,0.0,1.83,1.83,95,강동 → 둔촌동
5,강동,둔촌동,DOWN,END,1.83,0.0,1.83,1.83,80,강동 → 둔촌동
5,강동,둔촌동,DOWN,SAT,1.83,0.0,1.83,1.83,80,강동 → 둔촌동
5,강동,천호,UP,DAY,1.17,0.02,1.17,1.5,194,강동 → 천호
5,강동,천호,UP,END,1.17,0.0,1.17,1.17,162,강동 → 천호
5,강동,천호,UP,SAT,1.17,0.0,1.17,1.17,162,강동 → 천호
5,강일,미사,DOWN,DAY,1.83,0.0,1.83,1.83,93,강일 → 미사
5,강일,미사,DOWN,END,1.83,0.0,1.83,1.83,81,강일 → 미사
5,강일,미사,DOWN,SAT,1.83,0.0,1.83,1.83,81,강일 → 미사
5,강일,상일동,UP,DAY,1.83,0.0,1.83,1.83,90,강일 → 상일동
5,강일,상일동,UP,END,1.83,0.0,1.83,1.83,77,강일 → 상일동
5,강일,상일동,UP,SAT,1.83,0.0,1.83,1.83,77,강일 → 상일동
5,개롱,거여,DOWN,DAY,1.33,0.0,1.33,1.33,111,개롱 → 거여
5,개롱,거여,DOWN,END,1.33,0.0,1.33,1.33,85,개롱 → 거여
5,개롱,거여,DOWN,SAT,1.33,0.0,1.33,1.33,85,개롱 → 거여
5,개롱,오금,UP,DAY,1.17,0.0,1.17,1.17,97,개롱 → 오금
5,개롱,오금,UP,END,1.17,0.0,1.17,1.17,81,개롱 → 오금
5,개롱,오금,UP,SAT,1.17,0.0,1.17,1.17,81,개롱 → 오금
5,개화산,김포공항,DOWN,DAY,1.67,0.0,1.67,1.67,195,개화산 → 김포공항
5,개화산,김포공항,DOWN,END,1.67,0.0,1.67,1.67,158,개화산 → 김포공항
5,개화산,김포공항,DOWN,SAT,1.67,0.0,1.67,1.67,158,개화산 → 김포공항
5,개화산,도림천,DOWN,END,1.0,,1.0,1.0,1,개화산 → 도림천
5,개화산,도림천,DOWN,SAT,1.0,,1.0,1.0,1,개화산 → 도림천
5,개화산,방화,UP,DAY,1.5,0.0,1.5,1.5,193,개화산 → 방화
5,개화산,방화,UP,END,1.5,0.0,1.5,1.5,160,개화산 → 방화
5,개화산,방화,UP,SAT,1.5,0.0,1.5,1.5,160,개화산 → 방화
5,개화산,신정네거리,DOWN,END,0.5,,0.5,0.5,1,개화산 → 신정네거리
5,개화산,신정네거리,DOWN,SAT,0.5,,0.5,0.5,1,개화산 → 신정네거리
5,개화산,양천구청,DOWN,END,1.0,,1.0,1.0,1,개화산 → 양천구청
5,개화산,양천구청,DOWN,SAT,1.0,,1.0,1.0,1,개화산 → 양천구청
5,거여,개롱,UP,DAY,1.33,0.0,1.33,1.33,97,거여 → 개롱
5,거여,개롱,UP,END,1.33,0.0,1.33,1.33,81,거여 → 개롱
5,거여,개롱,UP,SAT,1.33,0.0,1.33,1.33,81,거여 → 개롱
5,거여,마천,DOWN,DAY,1.5,0.0,1.5,1.5,111,거여 → 마천
5,거여,마천,DOWN,END,1.5,0.0,1.5,1.5,85,거여 → 마천
5,거여,마천,DOWN,SAT,1.5,0.0,1.5,1.5,85,거여 → 마천
5,고덕,명일,UP,DAY,1.67,0.0,1.67,1.67,104,고덕 → 명일
5,고덕,명일,UP,END,1.67,0.0,1.67,1.67,82,고덕 → 명일
5,고덕,명일,UP,SAT,1.67,0.0,1.67,1.67,82,고덕 → 명일
5,고덕,상일동,DOWN,DAY,1.67,0.0,1.67,1.67,99,고덕 → 상일동
5,고덕,상일동,DOWN,END,1.67,0.0,1.67,1.67,84,고덕 → 상일동
5,고덕,상일동,DOWN,SAT,1.67,0.0,1.67,1.67,84,고덕 → 상일동
5,공덕,까치산,UP,DAY,1.0,,1.0,1.0,1,공덕 → 까치산
5,공덕,도림천,DOWN,END,1.67,,1.67,1.67,1,공덕 → 도림천
5,공덕,도림천,DOWN,SAT,1.67,,1.67,1.67,1,공덕 → 도림천
5,공덕,도림천,UP,DAY,0.33,0.29,0.17,0.67,3,공덕 → 도림천
5,공덕,마포,UP,DAY,1.17,0.0,1.17,1.17,189,공덕 → 마포
5,공덕,마포,UP,END,1.17,0.0,1.17,1.17,163,공덕 → 마포
5,공덕,마포,UP,SAT,1.17,0.0,1.17,1.17,163,공덕 → 마포
5,공덕,신정네거리,DOWN,DAY,58.17,,58.17,58.17,1,공덕 → 신정네거리
5,공덕,신정네거리,DOWN,END,19.3,15.46,0.17,46.67,17,공덕 → 신정네거리
5,공덕,신정네거리,DOWN,SAT,19.3,15.46,0.17,46.67,17,공덕 → 신정네거리
5,공덕,애오개,DOWN,DAY,1.33,0.0,1.33,1.33,5,공덕 → 애오개
5,공덕,양천구청,DOWN,END,0.67,,0.67,0.67,1,공덕 → 양천구청
5,공덕,양천구청,DOWN,SAT,0.67,,0.67,0.67,1,공덕 → 양천구청
5,공덕,양천구청,UP,DAY,1.17,0.0,1.17,1.17,2,공덕 → 양천구청
5,광나루,아차산,UP,DAY,1.83,0.0,1.83,1.83,195,광나루 → 아차산
5,광나루,아차산,UP,END,1.83,0.0,1.83,1.83,162,광나루 → 아차산
5,광나루,아차산,UP,SAT,1.83,0.0,1.83,1.83,162,광나루 → 아차산
5,광나루,천호,DOWN,DAY,2.17,0.0,2.17,2.17,193,광나루 → 천호
5,광나루,천호,DOWN,END,2.17,0.0,2.17,2.17,162,광나루 → 천호
5,광나루,천호,DOWN,SAT,2.17,0.0,2.17,2.17,162,광나루 → 천호
5,광화문,서대문,UP,DAY,1.5,0.0,1.5,1.5,194,광화문 → 서대문
5,광화문,서대문,UP,END,1.5,0.0,1.5,1.5,162,광화문 → 서대문
5,광화문,서대문,UP,SAT,1.5,0.0,1.5,1.5,162,광화문 → 서대문
5,광화문,종로3가,DOWN,DAY,1.67,0.0,1.67,1.67,194,광화문 → 종로3가
5,광화문,종로3가,DOWN,END,1.67,0.0,1.67,1.67,163,광화문 → 종로3가
5,광화문,종로3가,DOWN,SAT,1.67,0.0,1.67,1.67,163,광화문 → 종로3가
5,군자,아차산,DOWN,DAY,1.5,0.0,1.5,1.5,192,군자 → 아차산
5,군자,아차산,DOWN,END,1.5,0.0,1.5,1.5,162,군자 → 아차산
5,군자,아차산,DOWN,SAT,1.5,0.0,1.5,1.5,162,군자 → 아차산
